id,title,release year,review
0961,Hamlet,1990,Two Shakespeare plays translated to film in one year is my idea of a good year I liked HENRY V despite the staginess and some of other cavils Likewise I liked HAMLET with reservations Now I know the movie and opera world divides pretty neatly into those who like Franco Zeffirelli s work and those who abominate him and it Likewise the world of Shakespeare divides into purists who sanctify the full and complete received texts and those who don t mind having a bit a fun here and there and aren t above playing fast and loose with the Master Zeffirelli s HAMLET is no more Shakespeare s HAMLET than his ROMEO AND JULIET or his TRAVIATA was anybody s but his own What I like about his work is that he understands the difference between a play and a movie His HAMLET is absolutely positively a movie and not a filmed play And movies always muck about with the source material very much as Shakespeare mucked about with his source material Even in the titles it doesn t say Shakespeare s Hamlet it says quite honestly Based on the play by William Shakespeare Zeffirelli has excised scenes moved scenes around relocated scenes Almost every fan of Shakespeare s HAMLET will find a favorite scene missing or altered There is even added material such as the executions of Rosencrantz and Guildenstern and the death of Ophelia These edits seem to me to be fully justified in the name of making a movie out of a play Of course most of us will agree that Zeffirelli has a vast and dramatic visual sense whether or not we can agree that he always uses that visual sense with the best of taste He uses locales sets and costumes with exuberance and care And it makes this movie like his others visual feasts He also shoots many of his scenes en plein air others indoors in something like available light His camera is busy perhaps busier than is strictly necessary or desirable but that may be preferable to long static shots of actors declaiming no names please Another thing to like about Zeffirelli s HAMLET is the diction of the actors They speak their parts more naturally less hurriedly and swallow less of the words than is the general rule with Shakespearean productions Without a doubt I understand HAMLET better now that I ve seen Zeffirelli s version I ve studied it in school and seen live and filmed versions but I missed not being a great Shakespearean scholar even in my grad school days some basic structural details that came through loud and clear this time for the first time Par exemple just as the play within the play mirrors the major action so too does Laertes mirror Hamlet and his situation when he lets Claudius manipulate him into killing Hamlet but with the telling difference that Laertes never questions Claudius s honesty or motives and proceeds without scruples to do his treachery Probably everyone else in the civilized world knew all about this to me it came as a revelation while watching the final scene in the movie And there are some fine actors in this movie I don t have the cast list in front of me so rather than bollix the actors names as is my wont let me just say that the Ghost Polonius Laertes and Guildenstern Rosencrantz one of whom was almost certainly a Maloney by the way were all first rate the Polonius was especially fine in my humble opinion balancing comedy and an underlying seriousness with great deftness and precision And the Ghost made the most of his small role with some fine physical shtick especially one gesture where he covers half his face by fanning it with a kind of broken wrist movement as he tells Hamlet he is forbidden to speak of the afterlife a gem of acting I was almost as impressed by the acting of the name stars Helena Bonham Carter Glenn Close and Mel Gibson in descending order of impressiveness Bonham Carter brought a knowing strength to Ophelia that I ve seldom seen her mad scene was disturbing and pathetic Close looked marvelous and her scene with her son that ends with a hint of incest was strong and moving it had me in tears Gibson a Shakespearean dark horse if ever there were one was surprisingly good in most of his scenes with other actors the art of the soliloquy however has eluded him so far He moves well brings a brooding energy to his part and did not embarrass There were times though when I feared his eyes would pop right out of his head which is distracting at the least And I have to say that he was too old for the part at least as I envision Hamlet the young scholar prince Part of Gibson s trouble with the soliloquies perhaps derives from Zeffirelli s direction The movie has tendency to pause and almost clear its throat before launching into a famous speech at times the quotation marks were nearly visible I think any director has to work very hard to overcome the Barlett s Familiar Quotations aspect of HAMLET Too often I felt Zeffirelli instead of downplaying this distracting aspect was playing it up as if he had just realized Oh that s were that comes from Overall despite its shortcomings I don t think you can regret going to Zeffirelli s HAMLET
0962,Johanna DArc of Mongolia,1988,Synopsis Seven Western women are travelling on the Trans Siberian railroad when their train is hijacked by female Mongolian warriors The Western women are taken as hostages and kept in a Mongolian village Although the premise of the film is interesting it is not an adventure story Instead it is more of a travelogue and culture study and is fairly boring West Germany English subtitles color 1989 165 minutes Director Writer Ulrike Ottinger The plot of the film is relatively low key It begins on the Trans Siberian railroad where four travellers all women meet and get acquainted Two are middle aged an English anthropologist and a German schoolteacher Two are young an American actress and Johanna a young woman who is travelling light backpack only The women meet an amusing American man an effeminate Yiddish opera singer who is a glutton and describes his meals using extremely beautiful poetic language Also on board is a singing group the Kalinka sisters While crossing Mongolia the train is stopped by a group of female Mongolian warriors The Western women the 4 travellers plus the 3 Kalinka sisters are taken as hostages and moved to an all female Mongolian village The story continues with the cultural confrontations that result when the Westerners experience Mongolian culture and traditions I saw this movie because a brief review of it published in a film festival program guide described it as a lesbian LAWRENCE OF ARABIA Because of this comparison I expected the film to be an epic adventure with a big budget The reality is that the film is a very low budget travelogue The film has a very thin plot that serves as filler between scenes of traditional Mongolian culture and the countryside The primary focus of the film is cultural interaction A pamphlet available in the theater lobby included an interview with the Director and in the interview she specifically states that the focus of the film is not exotica i e Mongolia as an exotic culture but the interaction of cultures that are substantially different I would prefer to quote the interview directly but have lost the pamphlet The comparison of the film to LAWRENCE OF ARABIA may be reasonable or not depending on what you consider LAWRENCE to be an adventure film a travelogue or a film on cultural interaction The very low budget and low production values of JOHANNA are not even close to the high standards of LAWRENCE The film does provide a view into Mongolia an isolated country that is rarely visited by Westerners However in order to experience the travelogue portion one must endure roughly 1 5 hours of slow weak plot development At 2 hrs 45 min the movie is much too long Because of the weak nearly non existent plot I would not recommend the film to a general audience Those with a strong interest in Mongolia might find the film worthy of consideration
0963,Nikita,1990,Synopsis Nikita a violent young woman with a drug problem is sent to prison There she is recruited by an unnamed French intelligence agency and given a new life and a new job as an assassin for the French government A violent drama that varies from unbelievable to gripping Overall a very good movie France English subtitles color 1990 approx 118 minutes Director Writer Luc Besson Nikita is a 19 year old woman with serious problems She is a junkie and a thief One day she and her friends are robbing a drugstore to get drugs Things go wrong the police arrive and a bloody shootout follows The ultimate result of this is that Nikita ends up in prison serving a life sentence Nikita is deliberately given a drug overdose by prison officials and she officially dies Nikita awakens from her death to find she is being held by French Intelligence officials She has a choice work for the government as an assassin or go back to her grave this time for good This begins Nikita s new life working for the government After a lengthy training period the story continues as Nikita is returned to the outside world to begin her work as a killer but is she actually ready for life on the outside again Can she have a personal life while working as an assassin Given the storyline of the film I was concerned that it might turn into a woman exploited by big bad guys story Although you do have some sympathy for Nikita by the end of the picture you won t forget her depiction from the first part of the picture a hateful drug addicted young woman who is prone to acts of uncontrollable extreme violence and who kills without hesitation The film does not glamorize or victimize Nikita Instead Nikita is the victim of her own violent actions and her own wrong choices in life The production values of the film are high and some of the acting is very good The actress who portrays Nikita Anne Parillaud is excellent However some of the things that happen in the film seem rather unbelievable For example the way some of the covert activities are accomplished is dubious one would think that an assassination for political purposes would be thoroughly planned to avoid risk of discovery and would not have any last minute uncertainties These complaints are minor however and do not distract from the action or enjoyment of the film Overall I thought the film was very good certainly worth considering because of its interesting story line and the fact that it does not glamorize Nikita One caution the film is very violent Distribution Scheduled to open Friday 4 5 in San Francisco AMC Kabuki 8 Cinema in its first U S release U S distributor The Samuel Goldwyn Company
0964,Sleeping with the Enemy,1991,Let s face it I saw this film just to see Julia Roberts With that out of the way the film can be criticized SLEEPING WITH THE ENEMY can only be called derivative I can t think of any other word that so accurately describes it After the first twenty minutes which I found tense and intense the film became highly predictable There were some moments of nice camera use not enough to help The dialog was very spotty ranging down to the absurd in a couple of scenes In one scene Roberts sits down to a meal and has a conversation with the enemy that almost makes the film laughable There are some Hitchcock like elements in the film but it covers only one bit of territory Alfred didn t domestic violence actually at times it seems as though the production is ripping off Brian DePalma who ripped off Hitchcock I found myself thinking back to STRANGERS ON A TRAIN at one point VERTIGO at another and in each thinking how I would ve rather seen those fine films again than this one the first time Actually I knew once I heard Robert s name in the film Laura what was in store My rating would be an even 0 on the 4 to 4 scale Immediately after watching it my rating would have been a generous 1 but with reflection this movie can t even carry that rating
0965,Ten to Chi to,1990,HEAVEN AND EARTH is a Japanese costume drama by Haruki Kadokawa who is inter alia a Shinto priest The story pits two feudal warlords against each other one young spiritual dedicated to preserving his domain the other older materialistic ambitious to conquer all Japan and be the next shogun In a sense HEAVEN AND EARTH is organized like a traditional epic such as the Iliad or the Bhagavad Gita in that it begins in medias res and concludes inconclusively focusing on battles as physical manifestations of spiritual struggles But for the modern Western viewer it s merely inconclusive The stars of the film are the costume designer the cinematographer and the horse wranglers I went to the film for the spectacle the color and the texture and so was not disappointed As a dramatic vehicle it is pretty weak at least to an American viewer Two hours of a grim faced silent men staring relentlessly into the infinite makes it pretty hard for your humble reviewer to learn anything about character development When people change they just do it without much motivation or preparation When characters die they just die and it hardly seems important whether it was disease or suicide But this is not to say the film is not interesting or worth seeing It is eye filling The costumes are positively stunning The scenery magnificent even though most of the exteriors were shot in Alberta Rich saturated colors almost as painterly as early Technicolor visual drama in every shot There is a sequence in cherry blossom time that is not to be believed There is narration by Stuart Whitman to get us up to speed with the historical events otherwise the events would be nearly inaccessible to a Westerner This part of Japanese history may or may not be well known in Japan but the Battle of Kawanakajima is nothing I know anything about Apparently research was a major budget item here with authentic restagings of the battles attention to traditional strategy and a simulation of actual troop movement Not being a military history buff myself what I saw a the amazing spectacle of thousands of men in red and black armor even more thousands of flags and banners The influence of Kurasawa and especially RAN is pretty obvious and ironic in its way This movie cost 42 million dollars every one of which is visible on the screen whereas Kurosawa has to go overseas to fund his masterpieces and has not been liked in his homeland for decades HEAVEN AND EARTH is a pretty picture but it is not a great movie However I can recommend it with reservations to at least the Japanophiles amongst us
0966,Career Opportunities,1991,CAREER OPPORTUNITIES Starring Frank Whaley Jennifer Connelly and Dermot Mulroney Written and Produced by John Hughes Directed by Bryan Gordon CAREER OPPORTUNITIES is a story about a 21 year old who really hasn t done anything with his life he is also not liked very much around town It is also about a girl who is very unhappy with her home life and wants very much to escape They find themselves one night locked inside of a Target store they get to talking and consider whether or not they should just run off out of town to L A These are basically the highlights of the film it does not elaborate on them much further the rest is mostly antics This movie could have been a first draft script for HOME ALONE that got rewritten by John Hughes thrown out and then revitalized somehow by Bryan Gordon Gordon probably figured that since this script was written by Hughes it was sure to be a hit He got Hughes to produce it and figured he couldn t go wrong Well I m sorry to say I think he did anyway CAREER OPPORTUNITIES is a movie full of overpowering rock music sensational film credits and very little plot and or character development This film has an interesting premise but I believe it was underexecuted by Gordon and his crew This film is advertised under the following headings A new comedy from John Hughes creator of HOME ALONE He took the job that no one wanted and got the girl that everyone did and Maximum comedy at minimum wage Unfortunately this movie lives up to none of these tag lines It s not much of a comedy it doesn t even have it s moments There are only one or two funny lines and only one or two funny sight gags The two hoods in this movie gave me the impression that they were the prototyype characters for the two hoods in HOME ALONE which makes me believe even more that this script was a preliminary throw out version of HOME ALONE and even they are not convincing This movie doesn t even live up to it s name It seems the biggest star of this movie is Hughes rather than Connelly or Whaley Frank Whaley is not very convincing as Jim Dodge the Town Liar who seems to be a rip off of Ferris Bueller Second Jennifer Connelly s looks are perfect for the character she plays but she fails to display any real depth I think that if this film had been cast better the characters might have been more convincing and I stress might There is nothing in this movie that does real justice to Connelly s acting talents and I know she s got talent I ve seen it it just hasn t been tapped by any of her roles the closest would have to be SEVEN MINUTES IN HEAVEN and I don t remember if I have seen Frank Whaley anywhere before If I have he didn t make much of an impression on me Connelly however did and I hate to see her so poorly used For the purposes of this movie Connelly was merely beautiful and Whaley was merely a wisecracker I am basing this review on the previous films spawned by John Hughes Even though HOME ALONE is getting lukewarm reviews from the critics I believe the basic appeal of the movie is that it is pure fun it s like a big Looney Tunes cartoon in flesh and blood and it embodies everything you go to the movies for On the other hand we have the Hughes fan s all time favorite THE BREAKFAST CLUB where the characters do have fun but they also display some depth and substance A good example of a combination of the two is FERRIS BUELLER S DAY OFF CAREER OPPORTUNITIES emulates only ghosts of these things I think the basic problem with CAREER OPPORTUNITIES is that it was not directed by Hughes I believe that when he does not direct the scripts he writes the results are lukewarm with the granted exception of HOME ALONE One movie that exemplifies what I mean is SOME KIND OF WONDERFUL It was not a bad film it was better than this one but I think it could have been better under Hughes tutelage The majority of Hughes films have some kind of sentimentality in them and I mean that in the best way even among those which upon first glance you wouldn t expect to have any such as PLANES TRAINS AND AUTOMOBILES I m afraid CAREER OPPORTUNITIES just doesn t deliver what a Hughes fan would normally expect in a Hughes movie After all Hughes is the most advertised name of this movie There is a small attempt to furnish the characters with some traits normal to the Hughes characters like people who are frustrated with their lives and just want to break out of the routine but Gordon just doesn t do justice to what might have been a entertaining movie again stressing might The movie is formulaic which is in my opinion what sours the film It seems that Gordon believes that if you put enough rock music and beautiful people in a movie it doesn t matter if it doesn t have a plot That s exactly what kills this movie It lacks feeling A good telling of a John Hughes story is one where the music is right the actors play the parts right and it leaves you dare I say fulfilled That s part of Hughes appeal This one left me unfulfilled Maybe I should say shame on him for letting this movie slide by Unless you re a die hard Jennifer Connelly fan I would not recommend seeing this movie This is a movie that might have been but just doesn t deliver what it should The Hughes fan has higher expectations than he she had before and this film does not live up to those expectations It s too bad the actors can t see the finished film before it comes out I m sure they all did it in good faith
0967,Warlock,1989,Surprise of surprises WARLOCK was actually released to a paying audience in New York City the place the Phantom calls home This caught the Phantom somewhat off guard as he expected that WARLOCK would suffer a fate similar to that of BRIDE OF REANIMATOR which is even now shocking unsuspecting parents of the twelve year olds who are renting it in droves from Blockbusters across the country The long awaited sequel to the cult classic REANIMATOR got either no theatrical release or such a limited run that it made no difference for all intents and purposes the film went straight from the mind of Stuart Gorden to a half dozen video duplicators across the country Such things depress the Phantom for he knows that there is a market for horror out there if only the independent production companies responsible for most of it could muscle their way into our increasingly monopolized theater chains Getting an independent film into movie houses is no mean feat these days even or perhaps especially in New York which has been neatly divvied up by MCA Universal on one hand and Loews Paramount on the other These days some films are playing everywhere and some almost nowhere and never does it have anything to do with the quality or type of film just the distributor WARLOCK s story is slightly different it was one of the last few films still on the shelf at New World Pictures when that B movie powerhouse found that all its low grossing schlock had come back to haunt it straight into Chapter 11 proceedings Even two hit television series The Wonder Years and Tour of Duty couldn t save it and when the lawyers had finally finished picking over its corpse there was WARLOCK still in the can It appears that rather than let it go completely to waste some small and limited distribution was made overseas the Phantom believes that it may have had its world premiere in Australia of all places followed quickly by an equally brief showing stateside As the lights dimmed and the film began the Phantom was pleased to note the many scratches and splices that this New York premiere copy of the print already contained Sadly that print had seen more states more countries and the insides of more theater auditoriums than the Phantom is ever likely to see in his lifetime THE PUNISHER WARLOCK s brother on the shelf at New World when the debt hit the fan is likely to suffer a similar fate both films were advertised in in theater previews two years ago and it s only now that WARLOCK is seeing the light of day The Phantom is still rather eagerly awaiting the estimable Mr Dolph Lundgren in his near Shakespearean sure to be remembered at Oscar time performance That said the Phantom should move on to the film itself which turned out to be quite enjoyable in a low key low rent sort of way Directed by Steve Miner WARLOCK feels very much like Miner s 1986 horror comedy HOUSE which turned out to be a surprise box office hit It was a film that blended just enough laughs with just enough scares and offered little to offend anyone Audiences responded well to its style and pacing which resembled nothing so much as an extended episode of Tales from the Darkside It was in a way the ARACHNOPHOBIA of its time though unlike ARACHNOPHOBIA people actually went to see HOUSE WARLOCK tells the story of an upwardly mobile demon who travels through space and time in search of each of the pieces of the Devil s Bible which in the film is referred to very gravely as The Grand Grim Something Or Other the Phantom can t quite remember though everyone had very serious expressions on their faces when they said it This anti Bible when reassembled would also show the true name of God which if spoken backward will cause all of existence to be uncreated a sure way to end the film if there ever was one so it pretty much guarantees that nothing of the sort will happen for at least 90 minutes For reassembling the Bible the Warlock would be rewarded by meeting the Cursed One himself or by becoming his servant or his chauffeur or personal assistant or something of that nature In any case it was a definite career advancement for this very 80 s style warlock On second thought perhaps the Warlock wanted to be more downwardly mobile than upwardly mobile With long blonde pony tail custom all black tailoring and a profile that looks like it came straight out of an Armani ad Julian Sands plays a very charming demon But trailing him out of the past in reverse TERMINATOR style is a certified good guy to borrow a phrase from Chuckie named Redferne who is bent on avenging the death of his sweetheart And has been so for centuries Talk about grudges Redferne had last tangled with the Warlock in the film s opening scenes set in late 17th century Massachusetts and it was only by the narrowest of margins that the Warlock escaped public execution Curiously he was sentenced to be hung and then burned over a basket of live cats The Phantom isn t sure what effect this last part of the sentence is supposed to have had perhaps baskets of live cats were used regularly as part of the complex criminal justice system of the late 17th century but as our Constitution now clearly prohibits allowing cats anywhere near a public execution the Phantom suspects that such a sentence will come as quite a shock to some of the more liberal members of the audience Frankly the Phantom would consider even 100 hours of community service with a basket full of live cats to be cruel and inhuman punishment and so he was once again reminded of just how lucky he is to be living in these more enlightened times Both the Warlock and Redferne pop up in late 80 s Los Angeles which seems less of a shock to the Warlock than it does to Redferne who arrives and remains dressed somewhat peculiarly in furs as if he had last been tracking the Warlock through 17th century Montana rather than pre colonial Boston One of the film s small in jokes is that neither the Warlock nor Redferne attract much attention in L A Also on hand is our heroine Kassandra with a K who makes the mistake of letting the Warlock get away with one of her personal objects as it happens one of her cheap plastic bracelets is all he needs to cast a devilish hex on her This gives Kassandra some personal incentive beyond just the saving all of existence to help Redferne stop the Warlock from completing his task and getting that corner office in Hell The film focuses almost exclusively on the chase and this is just as well since it keeps the bogus Catholic theology to a minimum and the plot humming along Other recent bogus Catholic theology horror films have fared both better and worse THE EXORCIST III was a far superior film but it took itself very seriously and was excessively stagey at times On the other hand no one apparently least of all the filmmakers took THE FIRST POWER very seriously and in addition it spent far too much time attempting to explain things and far too little time on acting lessons for Tracy Griffith for it to have been much good THE FIRST POWER was a terrible film but in many ways it stands as the best homage ever made to one of the worst horror or mainstream films of all time EXORCIST II THE HERETIC a film that featured nothing but pseudo Catholic theology and fabulously bad acting WARLOCK by way of contrast uses the Warlock s quest for the Grim Whatever as the means to a very ordinary ends a 60 minute chase with the requisite fight to the death before the closing credits fortunately for us it spares only the briefest of moments on all the theological mumbo jumbo In a sense WARLOCK could be considered the HARD TO KILL of horror films and with his excess of charm and male model good looks it s easy to think of the Warlock as the Steven Seagal of demons Julian Sands plays the Warlock like Steven Seagal plays well Steven Seagal and the Phantom could never shake the thought that at any moment the Warlock was going to take on a gang of bikers in a billiards parlor swinging a pool cue in lethal fashion while keeping one eye on himself in the mirror over the bar However although the Warlock does engage in some gratuitous acts of violence early on he soon limits himself to scuffling with old Mennonite farmers and threatening meek looking priests Things proceed pretty much as you might expect WARLOCK is a film that holds few surprises other than the timing and placement of a few assorted Spring Loaded Cats but the film doesn t really suffer for being completely predictable any more than did THE TERMINATOR on which it is quite obviously based WARLOCK also adds a dash of WITNESS and a pinch of THE OMEN just to keep from being too bland Instead its predictability and good humor are its assets and account for much of the film s considerable charm As with HOUSE there is little for all but the most severe critic to find fault with it is a film that s much too easy going to dislike On the other hand neither is it a film that will be much remembered in a few months like a good episode of Tales from the Darkside one might think of it fondly for a week or two and then let it fade painlessly from memory Unlike Tales from the Darkside however WARLOCK will be back to remind us all of its existence in a few months when it reincarnates itself as a video release in Blockbusters nationwide Among the film s high points are the acting which is as good as it gets in this sort of film though the Warlock s first victim could give even Tracy Griffith a run for the worst actor of the nineties and the dialogue which is unusually witty especially when either the Warlock or Redferne is uttering an oath of some sort Redferne s Scottish accent is a tad bizarre and he says Tarry not a lot but his speech and dialogue play off well against Kassandra s beach bimbo L A chatter There are continuity errors aplenty starting not even 10 seconds into the film with a pay telephone that rings as its receiver hangs at the end of its cord but the plot has no gaping holes and at least attempts to make sense when it needs to And although the special effects sometimes seem to have been salvaged from POLTERGEIST s cutting room floor they are mostly adequate and occasionally first rate As an added bonus the editing is quite good and the music by Jerry Goldsmith is better than it has any right to be To be honest WARLOCK isn t really worth seeing in the theaters even if you can find a theater in which to see it Better to wait a month or two and then check the recent release section at Blockbusters The film s easy going nature and general good humor will play just as well at home as it does in the theater and the popcorn is free All in all WARLOCK is not by any means a great horror film but it s entertaining and diverting and the Phantom recommends that you give it a try especially if you re looking for something a little lighter than the standard horror fare
0968,Comfort of Strangers The,1990,THE COMFORT OF STRANGERS is a new film by Paul Schraeder dir PATTY HEARST screenwriter TAXI DRIVER among others Schraeder s films are usually descents into a world where the viewer s moral and social assumptions are constantly called into question They re explorations of the nature of hell THE COMFORT OF STRANGERS unfolds similarly A nice young English couple Natasha Richardson and an English actor whose name I can t recall who plays her boyfriend visit a decadent Venice trying to determine the future course of their relationship They ve been seeing each other for a number of years and she wants to get married he s not sure One evening lost while looking for a late night meal they encounter Robert Christopher Walken a very refined upper class Italian gentleman the son of a diplomat Robert is somewhat slimy but the couple is hungry it s late and the force of Robert s personality is such that they have no choice but to follow him to a local bar where Robert spends most of the time talking about himself This not so pleasant evening ends but the English couple is not yet through with Robert or his Canadian wife Helen Mirren The older couple has plans for them and you just know if s going to end badly for somebody but there seems to be no choice for the English couple a common problem for Schraeder protagonists The problem with the story is that the entanglement of the English couple with Robert and his wife doesn t seem so much predetermined or inevitable as forced on them by the filmmaker There seem to be plenty of opportunities to distance themselves from the unpleasant Robert even for such a determinedly nice and polite couple as the English When Travis Bickle shoots up the whorehouse in TAXI DRIVER you just know it had to happen everything led up to that point Here however we have more questions than answers Why doesn t the young couple avoid Robert Why does their contact with Robert supercharge their lovemaking Why does Robert hold the views and tastes that he does and why does his wife help him I felt unsatisfied at the end Some of the fault must lie with Harold Pinter the screenwriter who adapted the screenplay from a novel although someone with as strong screenwriting talent as Schraeder must be held responsible too The production itself is fine Schraeder films Venice in beautiful rich colors most of the outside scenes take place in the evening or at twilight and Venice looks entirely and appropriately menacing an accomplice in what follows The English couple is inoffensive but sympathetic Walken is loathsome in a way that s hard to put one s finger on but it s very well done and Mirren is good as his wife with her own menace but her part is less weighty than it might have been If the screenplay were more motivated I could recommend this film as it is it seemed overlong and was disappointing
0969,Iron & Silk,1990,I was very much looking forward to this filmed version of Mark Salzman s book on his experiences as an English teacher in China I must admit that I ve never read the book although a friend of mine who had was enthusiastic about it but I did once see him read from the book in person at the Black Oak Bookstore in Berkeley where he also did some of his kung fu routines and I knew a woman who knew Salzman and had been in China on the same Yale program as Salzman and was a witness to some of the events described in the book although she and Salzman s other American colleagues had generally been written out of the book and the film Salzman who is an engaging personality in person insisted on starring as himself in the film version he also seems to be something of a self promoter and I was curious to see what he would do with it The result in my brother s words he also saw the film was insipid Salzman comes off engagingly Some of the reviews called him a bad actor but I think he was just fine The problem is in the story There s no conflict no tension At least none that seems to matter There s no sense of any real failures that he experiences no feeling for the difficulties he must have had teaching English to a class of middle aged Chinese teachers who had been told to forget their Russian and learn English not even any feeling for the efforts he must have gone through to become the kung fu expert that he became although he must have worked very hard We have no idea of how or even whether Salzman has grown at all over his two years in China He comes into the country fully well adjusted and we never feel that he ever had occasion to call any of his beliefs into question What s good about the film Well Salzman himself isn t bad and the man who plays the head Chinese teacher is a rather interesting and ambiguous characher of whom I would have liked to see more Salzman s kung fu teacher who was also his kung fu teacher in real life he plays himself has a fun part although he s played as a crusty guy with a heart of gold it would have been interesting to get into his head a little more The kung fu practice scenes are interleaved with scenes from the old kung fu movies that Salzman thrived on as a kid it s a witty touch The photography is also good and there s one sequence where Salzman visits a boat dwelling family that s breathtaking I wish there were more scenes like that in the film
0970,Defending Your Life,1991,Capsule review Find out where Southern Californians go when they die Albert Brooks s life after death comedy is charming and fun but sidesteps substance Rating low 1 Albert Brooks writes directs and stars in subtle little comedies about human foibles He has a good feel for small characters and a good ear for dialogue His MODERN ROMANCE has him wooing a beautiful woman with whom he is unable to get along His LOST IN AMERICA has him quitting a good job in a fit of pique and then going out in an RV to discover a real America that is not what he thought it was Each gives a hint what he thinks life is about but it is open to some interpretation In DEFENDING YOUR LIFE he turns to fantasy so instead of hinting he can come right out and state his values A Brooksian character Daniel dies on his birthday and finds himself in a very Californian view of an afterlife In Judgment City he is given a hearing to defend his life and the way that he has led it At stake is whether he will attain a higher plane in the next life or not Rather than just hint at his values the way Brooks as screenwriter did in previous films he now can posit a heavenly host who can say This is the standard by which you will be judged And his standard comes down to Be brave If you do not insist on the salary you think you deserve if you do not take a chance on your investments if you do not have sex with someone when you want it it will be held against you in Brooks s afterlife Ethics count for nothing Helping others if not done in a spectacular feat of courage counts for nothing Courage is what counts What could have been a view into Brooks s personal philosophy suffers greatly from the apparent shallowness of that philosophy At heart then the film misses a chance to be about something profound and instead is just another film like L A STORY and SCENES FROM A MALL about California values This particular vision of Limbo adjusted for Californians is a vision of what Brooks thinks his contemporaries would like in an afterlife It is garish hotels and gourmet food You can eat as much as you like without worrying about calories cholesterol or capacity During the day you have hearings on your integrity as a person then at night you can go hear a comic or see what you were in previous lives in a sort of upscale convention center Brooks s character meets and falls in love with the perfect woman Julia played by Meryl Streep She is easy going and affable and was a hero in her previous life Julia is not so much a woman as a walking good example She is sailing through judgment while Daniel is having serious problems with a strident prosecutor played by Lee Grant and an enigmatic and strange attorney played by Rip Torn DEFENDING YOUR LIFE is diverting but the ending is weak and the philosophy is shallow I rate it a low 1 on the 4 to 4 scale
0971,Defending Your Life,1991,Albert Brooks is at it again making another movie about one man s quest to redeem himself Brooks directed acted and starred in Defending Your Life the very funny story of a man defending his life after his death Brooks is a Muppie Middle aged Urban Professional what happens to Yuppies after 35 who is clearly beloved by his coworkers But on his 39th birthday Daniel Brooks absent mindedly crashes his new BMW convertible into a bus and finds himself someplace else The someplace else is Judgement City and it s a place people go after they die At first Daniel is just dazed and meekly does whatever he is told Judgement City is a wonderful creation and Brooks deserves loads of credit for creating the most amusing afterlife since BEETLEJUICE This is the afterlife as if the US government created it everything is very orderly there are lots of glass towers you can eat anything you want and never gain weight and people who behaved very well in their lives get the best accommodations Daniel for example winds up in a place that s a lot like a Holiday Inn Daniel is instructed to go to meet his lawyer Mr Diamond The purpose of a stay in Judgement City is to see if you are ready to go onto the next stage or if you need to return to Earth to conquer your fears by living another life He has to watch himself from nine different days in his life and defend his actions These scenes show him to be basically well meaning yet fearful When he isn t defending himself Daniel discovers a woman Julia wonderfully played by Meryl Streep Julia is a very sweet vivacious woman for someone recently dead She and Daniel take to each other right away after all they are some of the few young people there It s clear that Julia is destined for the next stage and that Daniel no matter how good his intentions is destined to return to Earth to try again Here s a spoiler only if you ve never seen a commercial or trailer for the film The ending is shown in every commercial and trailer ever shown for this movie This was a mistake This movie is very sweet and good natured and very funny However aside from Brooks and Streep the other performances were aggravatingly muted Jim my husband wished Robert Preston was alive to play Mr Diamond because Rip Torn gave an annoying two note sort of performance Likewise Lee Grant was utterly colorless as the prosecuting attorney While there is much amusing in this movie and I do recommend it because the leads are so strong Brooks belabors a few jokes The eating all you want comments got to be a bit much along with the small brain jokes I rate it a 7 on the Chuck scale Oh members of the Gaffe Squad will notice a minor one when Daniel and Diamond are eating lunch I already sent a note about it to PREMIERE magazine
0972,Silence of the Lambs The,1991,Jonathan Demme creates a horrifying and gruesome story of two serial killers One is an imprisoned and demented psychiatrist Hannibal the cannibal Lecter and the other is a serial killer on the loose Buffalo Bill Lecter is visited in his maximum security cell by a young FBI agent in training Clarisse played by Jodie Foster Clarisse had been sent by her boss and trainer played by Scott Glenn Lecter was jailed for committing heinous crimes including cannibalism hence the nickname Clarisse s objective is to retrieve information from a psychopath like Lecter in order catch Buffalo Bill Lecter is helpful at first But Clarisse is dealing with a highly intelligent and clever criminal On the other hand Buffalo Bill is a serial killer who skins his victims He kidnaps the daughter of a senator in West Virginia The minute the news hits the FBI agency in Washington DC Clarisse offers a vacation plan to Lecter as a supposed bribe The chase for Buffalo Bill goes on from here Meanwhile problems occur with Lecter after he is transferred to a temporary cell ordered by his officer in charge There are some explicit scenes of victims and of extreme violence in this film The film lets us look into the mind of a serial killer There are many surprises and a heart pounding ending in this well executed and mind numbing movie The cinematography and music help set the dark mood Anthony Hopkins performs Hannibal Lecter to the hilt It is the best acting performance of 1991 so far Hopkins should be a shoo in for a nomination for next year s Oscar awards Jodie Foster does a competent job as a FBI agent who learns very quickly how dangerous her job can be Overall Silence of the Lambs is definately one of the best thrillers in a few years
